,value,supplier_name,publish_date,agency_name
89847,50000.0,M ANDREW & G WILSON,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89849,37695.0,M ANDREW & G WILSON,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89851,19000.0,M ANDREW & G WILSON,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89853,18000.0,RANDSTAD PTY LTD,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89855,19800.0,Deloitte Touche Tohmatsu,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89857,17250.0,BUDI NUGROHO,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89860,34500.0,LUCKY BINDRI SOEGITO,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89862,138050.0,ATTORNEY-GENERAL'S DEPARTMENT,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89864,13580.4,OPTUS BILLING SERVICES PTY LTD,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
89866,29535.63,CONVERGA PTY LTD,2009-01-27,Department of Infrastructure Transport Regional Development and Local Government
91780,15000.0,AUSTRALIAN PUBLIC SERVICE COMMISSIO,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91783,20000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91785,70000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91787,10000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91789,26000.0,RANDSTAD PTY LTD,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91791,15000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91793,15000.0,Porter Novelli Australia P/L,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91796,60000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91798,60000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91800,200000.0,PRICEWATERHOUSECOOPERS,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91801,302500.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91803,40000.0,RANDSTAD PTY LTD,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91805,10718.19,BLUE STAR PRINT GROUP AUSTRALIA PTY,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91807,23205.77,LeasePlan Australia Ltd,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91809,20000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91811,20000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91813,12000.0,Clayton Utz Canberra,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91816,1421951.51,United Group Services Pty Ltd,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91818,548859.59,United Group Services Pty Ltd,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91819,107508.99,United Group Services Pty Ltd,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91821,45000.0,OOBE PAYROLL PTY LTD,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91823,11000.0,REED BUSINESS INFORMATION PTY LTD,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91825,10813.92,THETA TECHNOLOGIES PTY LTD,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91827,33000.0,ESARESS AUSTRALIA PTY LTD,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91829,59604.6,CH2M HILL AUSTRALIA PTY. LIMITED,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91831,15000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91833,12000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91836,49152.8,FUJI XEROX AUSTRALIA PTY LTD,2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91838,55000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91840,90000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
91842,95000.0,Hays Specialist Recruitment (AUST),2009-02-02,Department of Infrastructure Transport Regional Development and Local Government
94418,10931.0,QANTAS,2009-02-05,Department of Infrastructure Transport Regional Development and Local Government
94422,11358.9,QANTAS,2009-02-05,Department of Infrastructure Transport Regional Development and Local Government
94784,15000.0,MINTER ELLISON,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94786,53244.0,FUJI XEROX AUSTRALIA PTY LTD,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94788,55000.0,Hays Specialist Recruitment (AUST),2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94791,23100.0,RANDSTAD PTY LTD,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94792,15000.0,Hays Specialist Recruitment (AUST),2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94796,75000.0,Hays Specialist Recruitment (AUST),2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94798,10089.68,Hays Specialist Recruitment (AUST),2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94799,63000.0,Hays Specialist Recruitment (AUST),2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94801,20000.0,Hays Specialist Recruitment (AUST),2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94803,15400.0,FUJI XEROX AUSTRALIA PTY LTD,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94804,11455.0,PACIFIC AVIATION SAFETY OFFICE,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94805,27351.92,COPYRIGHT AGENCY LIMITED,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94807,50000.0,NATIONAL INSTITUTE TECHNOLOGY&EVALU,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94809,33976.8,JEBEL CONSULTANT GROUP PTY LTD,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94810,22725.78,Department of  Transport,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94813,14550.09,GENERAL COUNSEL PTY LIMITED,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94815,37950.0,Jandakot Airport Holdings Pty Ltd,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
94816,18449.94,CONVERGA PTY LTD,2009-02-09,Department of Infrastructure Transport Regional Development and Local Government
99231,85000.0,Hays Specialist Recruitment (AUST),2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99233,75000.0,Hudson Global Resources (Aust) P/L,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99235,10000.0,Hudson Global Resources (Aust) P/L,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99238,10000.0,Hudson Global Resources (Aust) P/L,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99240,10000.0,Hudson Global Resources (Aust) P/L,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99242,10000.0,Hudson Global Resources (Aust) P/L,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99244,33000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99246,16000.0,RANDSTAD PTY LTD,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99248,57000.0,Ross Human Directions Ltd,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99250,30000.0,Hays Specialist Recruitment (AUST),2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99252,25440.0,Hays Specialist Recruitment (AUST),2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99254,68250.0,SWELL DESIGN GROUP PTY LTD,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99256,41119.79,LeasePlan Australia Ltd,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99259,45000.0,M ANDREW & G WILSON,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99261,79860.0,CHANGEDRIVERS,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99263,323269.0,AUSAID,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99265,12400.0,Department of the Treasury,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99267,70000.0,Howat Bradshaw & Associates Pty Ltd,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99269,38294.08,Frontier Group Australia Pty Ltd,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
99271,23159.4,AIRSERVICES AUSTRALIA,2009-02-16,Department of Infrastructure Transport Regional Development and Local Government
